index,noise_type,snr_db,original_index
81018,gaussian,-10,36393
81019,gaussian,-20,40260
81020,gaussian,-15,20756
81021,gaussian,-15,21709
81022,sp,-25,171
81023,gaussian,-25,9104
81024,sp,-15,7947
81025,burst,-15,25026
81026,burst,-30,17638
81027,sp,-20,48018
81028,burst,-20,21692
81029,burst,-15,42216
81030,burst,-10,11126
81031,sp,-10,20530
81032,gaussian,-10,22344
81033,gaussian,-15,34453
81034,burst,-20,35367
81035,gaussian,-15,48322
81036,sp,-25,16886
81037,gaussian,-10,23925
81038,sp,-10,2519
81039,sp,-25,20266
81040,sp,-10,19545
81041,gaussian,-10,37221
81042,sp,-30,17726
81043,gaussian,-10,29945
81044,burst,-30,47076
81045,sp,-20,31489
81046,sp,-30,987
81047,burst,-30,44603
81048,gaussian,-20,15560
81049,sp,-30,45459
81050,gaussian,-30,21014
81051,gaussian,-30,45528
81052,gaussian,-10,26554
81053,gaussian,-30,1966
81054,gaussian,-30,27951
81055,gaussian,-30,2868
81056,sp,-10,37013
81057,burst,-10,46028
81058,gaussian,-15,5185
81059,sp,-15,7392
81060,burst,-20,44441
81061,sp,-20,44809
81062,gaussian,-15,39912
81063,gaussian,-10,32708
81064,gaussian,-30,43142
81065,gaussian,-30,14717
81066,burst,-20,46939
81067,burst,-10,32642
81068,gaussian,-20,49293
81069,burst,-15,9762
81070,gaussian,-15,19928
81071,sp,-25,8962
81072,gaussian,-30,26440
81073,burst,-15,9902
81074,sp,-30,3792
81075,burst,-20,4859
81076,gaussian,-20,13439
81077,burst,-15,3408
81078,burst,-10,42985
81079,gaussian,-10,34113
81080,sp,-15,45174
81081,sp,-15,13914
81082,burst,-20,39572
81083,burst,-15,13398
81084,sp,-15,34374
81085,burst,-25,33095
81086,sp,-15,4813
81087,burst,-25,21120
81088,gaussian,-30,23368
81089,gaussian,-25,27387
81090,burst,-15,1630
81091,burst,-15,49820
81092,sp,-30,36725
81093,sp,-10,3261
81094,burst,-15,16606
81095,gaussian,-20,24024
81096,gaussian,-25,41471
81097,gaussian,-15,35086
81098,gaussian,-20,19471
81099,sp,-15,29531
81100,burst,-20,3648
81101,gaussian,-10,36370
81102,gaussian,-30,47626
81103,burst,-15,2871
81104,gaussian,-30,16173
81105,gaussian,-15,26007
81106,burst,-15,22052
81107,sp,-15,23301
81108,gaussian,-10,3069
81109,gaussian,-25,41363
81110,sp,-10,6394
81111,sp,-30,18700
81112,gaussian,-25,45896
81113,gaussian,-25,9384
81114,burst,-10,33498
81115,gaussian,-20,12982
81116,gaussian,-25,34603
81117,burst,-15,37525
81118,sp,-10,12796
81119,sp,-15,30032
81120,gaussian,-10,36782
81121,gaussian,-15,5564
81122,burst,-25,185
81123,sp,-20,33145
81124,burst,-25,45394
81125,gaussian,-30,16735
81126,gaussian,-30,31615
81127,gaussian,-15,8611
81128,burst,-25,29450
81129,burst,-25,9115
81130,burst,-15,34078
81131,burst,-10,12077
81132,gaussian,-20,521
81133,sp,-20,18339
81134,gaussian,-25,20089
81135,burst,-20,48788
81136,burst,-25,46773
81137,gaussian,-25,27275
81138,burst,-10,14545
81139,burst,-15,33109
81140,gaussian,-20,175
81141,sp,-20,28189
81142,gaussian,-15,20095
81143,burst,-10,14029
81144,burst,-10,4161
81145,sp,-30,25382
81146,gaussian,-30,21318
81147,sp,-20,36940
81148,burst,-10,30688
81149,gaussian,-15,46708
81150,gaussian,-25,5582
81151,gaussian,-10,38425
81152,sp,-10,37986
81153,sp,-25,29254
81154,gaussian,-30,12667
81155,gaussian,-10,2949
81156,gaussian,-10,15368
81157,sp,-30,44459
81158,gaussian,-25,12517
81159,burst,-30,28698
81160,gaussian,-30,31436
81161,sp,-20,23825
81162,burst,-30,49008
81163,gaussian,-30,28455
81164,sp,-15,30227
81165,gaussian,-15,40635
81166,sp,-10,35527
81167,sp,-15,810
81168,sp,-10,25951
81169,burst,-15,23320
81170,burst,-10,22083
81171,gaussian,-15,14063
81172,burst,-25,11785
81173,sp,-10,11960
81174,gaussian,-30,11030
81175,burst,-10,1969
81176,gaussian,-10,41575
81177,gaussian,-20,40234
81178,sp,-10,24022
81179,gaussian,-30,12267
81180,sp,-10,39651
81181,gaussian,-10,7434
81182,gaussian,-25,3478
81183,sp,-20,1166
81184,burst,-30,20796
81185,sp,-20,41856
81186,burst,-20,22624
81187,gaussian,-15,6058
81188,sp,-30,21149
81189,sp,-30,39735
81190,burst,-30,43564
81191,burst,-20,42776
81192,sp,-25,9753
81193,sp,-20,17312
81194,burst,-10,29334
81195,gaussian,-25,36640
81196,gaussian,-30,47708
81197,sp,-30,40570
81198,gaussian,-20,29312
81199,burst,-10,2913
81200,gaussian,-30,1019
81201,gaussian,-25,9530
81202,sp,-30,29249
81203,sp,-15,43203
81204,sp,-30,24872
81205,sp,-25,9592
81206,burst,-10,27731
81207,gaussian,-25,10162
81208,gaussian,-15,40256
81209,gaussian,-30,47733
81210,sp,-30,29563
81211,burst,-20,10172
81212,sp,-15,27574
81213,burst,-25,24468
81214,sp,-30,30861
81215,burst,-30,49280
81216,sp,-30,39048
81217,sp,-30,18775
81218,sp,-30,6936
81219,gaussian,-20,23484
81220,gaussian,-20,31381
81221,burst,-25,9118
81222,gaussian,-15,9080
81223,sp,-20,3060
81224,sp,-20,32925
81225,gaussian,-30,39370
81226,burst,-30,29832
81227,gaussian,-30,38758
81228,sp,-20,3668
81229,gaussian,-25,20965
81230,gaussian,-10,28091
81231,burst,-15,11752
81232,burst,-10,42104
81233,sp,-15,47386
81234,sp,-10,1255
81235,sp,-25,38356
81236,sp,-15,27157
81237,gaussian,-20,49982
81238,sp,-25,26799
81239,burst,-10,11881
81240,burst,-20,9357
81241,sp,-25,29114
81242,sp,-20,37378
81243,burst,-10,30064
81244,burst,-10,43180
81245,gaussian,-20,6577
81246,burst,-20,17550
81247,sp,-20,14157
81248,gaussian,-15,22452
81249,sp,-15,4686
81250,sp,-30,40578
81251,sp,-30,5673
81252,burst,-10,27429
81253,gaussian,-30,6541
81254,burst,-25,1197
81255,sp,-20,21412
81256,sp,-25,46298
81257,gaussian,-20,6510
81258,burst,-20,5500
81259,gaussian,-10,33923
81260,gaussian,-10,3984
81261,burst,-30,41234
81262,gaussian,-15,12668
81263,sp,-15,29742
81264,gaussian,-20,28164
81265,burst,-20,15241
81266,sp,-30,8616
81267,gaussian,-30,47418
81268,gaussian,-15,3503
81269,gaussian,-25,49258
81270,gaussian,-25,19069
81271,sp,-25,2168
81272,gaussian,-25,18284
81273,burst,-30,13701
81274,burst,-25,28578
81275,sp,-15,16646
81276,gaussian,-10,18221
81277,gaussian,-30,22737
81278,gaussian,-10,28337
81279,burst,-20,47860
81280,gaussian,-15,7374
81281,burst,-15,38541
81282,sp,-20,16281
81283,gaussian,-20,29516
81284,sp,-30,27540
81285,sp,-10,10593
81286,gaussian,-10,28250
81287,sp,-25,26347
81288,burst,-20,36028
81289,gaussian,-30,45995
81290,gaussian,-15,11462
81291,sp,-10,11285
81292,burst,-25,8345
81293,burst,-15,13215
81294,burst,-20,4396
81295,gaussian,-25,32762
81296,sp,-10,22743
81297,sp,-25,20357
81298,sp,-15,29700
81299,gaussian,-10,36273
81300,sp,-30,27985
81301,burst,-10,45733
81302,gaussian,-30,2135
81303,burst,-15,4460
81304,burst,-15,7291
81305,gaussian,-10,33791
81306,burst,-20,19968
81307,gaussian,-15,39329
81308,burst,-10,18363
81309,sp,-15,46583
81310,burst,-20,19805
81311,gaussian,-15,12931
81312,gaussian,-20,21213
81313,sp,-15,5787
81314,sp,-10,1796
81315,burst,-20,22814
81316,burst,-20,15347
81317,gaussian,-30,48555
81318,burst,-10,49257
81319,gaussian,-15,4113
81320,sp,-10,4364
81321,gaussian,-20,2344
81322,burst,-25,22532
81323,burst,-25,27806
81324,sp,-15,25034
81325,burst,-15,42279
81326,gaussian,-20,10736
81327,burst,-15,13282
81328,gaussian,-30,6867
81329,sp,-30,44986
81330,gaussian,-25,10645
81331,gaussian,-10,32895
81332,gaussian,-25,43523
81333,gaussian,-15,43416
81334,sp,-10,2683
81335,gaussian,-20,534
81336,burst,-20,3617
81337,burst,-20,25337
81338,gaussian,-15,12311
81339,gaussian,-30,6246
81340,gaussian,-10,25990
81341,gaussian,-20,43714
81342,sp,-15,37134
81343,gaussian,-10,36992
81344,gaussian,-25,2816
81345,sp,-20,17849
81346,sp,-10,42896
81347,burst,-25,5741
81348,burst,-30,9611
81349,gaussian,-30,193
81350,sp,-10,34676
81351,burst,-10,46091
81352,gaussian,-25,38422
81353,gaussian,-30,43574
81354,sp,-20,42041
81355,burst,-20,23287
81356,burst,-25,46909
81357,gaussian,-15,43404
81358,gaussian,-10,14949
81359,burst,-30,18838
81360,gaussian,-25,17759
81361,gaussian,-20,44141
81362,sp,-30,47961
81363,burst,-20,32440
81364,burst,-10,46380
81365,burst,-30,34084
81366,sp,-30,8387
81367,sp,-30,47315
81368,burst,-10,2247
81369,sp,-30,44137
81370,burst,-20,44236
81371,sp,-25,28785
81372,gaussian,-25,31997
81373,burst,-20,27838
81374,burst,-25,25402
81375,sp,-10,10356
81376,burst,-15,12511
81377,sp,-20,10558
81378,burst,-20,19256
81379,gaussian,-10,17058
81380,gaussian,-10,8759
81381,burst,-10,45279
81382,gaussian,-20,49853
81383,burst,-10,47033
81384,sp,-10,1994
81385,gaussian,-25,8482
81386,sp,-15,44471
81387,sp,-25,25382
81388,burst,-15,6548
81389,gaussian,-15,22569
81390,sp,-30,24243
81391,gaussian,-25,21843
81392,sp,-30,34074
81393,burst,-30,24297
81394,gaussian,-20,23113
81395,burst,-25,10162
81396,burst,-30,24491
81397,sp,-15,9238
81398,gaussian,-30,1840
81399,gaussian,-20,16999
81400,sp,-30,42869
81401,burst,-20,2032
81402,sp,-10,11055
81403,gaussian,-25,17285
81404,sp,-25,42107
81405,sp,-15,21858
81406,sp,-30,17586
81407,gaussian,-20,13806
81408,gaussian,-25,4291
81409,sp,-25,20232
81410,gaussian,-15,6986
81411,gaussian,-20,24656
81412,gaussian,-15,15461
81413,sp,-30,9896
81414,burst,-25,5585
81415,gaussian,-25,17966
81416,gaussian,-15,32112
81417,sp,-20,14427
81418,gaussian,-10,27752
81419,gaussian,-20,13565
81420,sp,-20,7213
81421,sp,-30,30703
81422,gaussian,-25,37675
81423,sp,-15,37859
81424,gaussian,-25,6911
81425,burst,-10,35217
81426,sp,-25,42710
81427,sp,-30,24257
81428,gaussian,-20,7003
81429,burst,-25,42689
81430,gaussian,-15,19910
81431,gaussian,-10,13967
81432,sp,-30,30924
81433,gaussian,-30,31218
81434,burst,-10,30730
81435,sp,-30,5517
81436,sp,-25,9482
81437,sp,-15,20883
81438,gaussian,-30,30202
81439,sp,-10,16764
81440,sp,-20,18981
81441,sp,-15,45064
81442,gaussian,-20,41549
81443,burst,-15,44034
81444,burst,-25,38577
81445,gaussian,-25,19704
81446,sp,-30,20389
81447,burst,-20,39927
81448,gaussian,-25,25273
81449,sp,-15,40672
81450,burst,-15,35516
81451,sp,-20,36566
81452,sp,-30,42896
81453,gaussian,-20,48885
81454,gaussian,-30,42670
81455,sp,-20,15878
81456,sp,-20,48652
81457,burst,-20,19603
81458,gaussian,-20,38317
81459,gaussian,-20,18452
81460,sp,-25,37609
81461,burst,-25,17317
81462,burst,-10,26670
81463,burst,-10,5267
81464,sp,-20,13974
81465,gaussian,-10,22001
81466,sp,-25,43026
81467,burst,-30,26961
81468,sp,-15,29521
81469,gaussian,-25,25186
81470,sp,-20,43546
81471,gaussian,-15,13828
81472,burst,-30,34961
81473,burst,-20,6211
81474,burst,-10,48720
81475,burst,-25,34401
81476,sp,-20,26574
81477,sp,-20,45443
81478,sp,-25,9229
81479,gaussian,-10,20190
81480,burst,-25,25641
81481,gaussian,-10,26090
81482,burst,-10,21815
81483,sp,-30,6177
81484,burst,-30,20197
81485,burst,-10,6302
81486,gaussian,-25,16221
81487,burst,-25,12426
81488,sp,-25,40361
81489,gaussian,-25,45051
81490,burst,-20,29899
81491,burst,-30,27927
81492,gaussian,-30,3292
81493,sp,-15,12747
81494,burst,-20,26699
81495,gaussian,-10,19656
81496,gaussian,-10,19654
81497,burst,-30,38236
81498,burst,-15,8078
81499,burst,-15,17879
81500,gaussian,-25,42723
81501,burst,-15,15700
81502,sp,-30,41754
81503,burst,-30,28334
81504,burst,-20,43289
81505,burst,-20,26085
81506,sp,-20,31774
81507,burst,-15,35902
81508,burst,-15,31237
81509,gaussian,-10,45786
81510,burst,-30,22889
81511,gaussian,-20,20475
81512,burst,-20,35892
81513,burst,-30,28604
81514,gaussian,-15,23718
81515,gaussian,-20,8835
81516,gaussian,-20,41653
81517,burst,-10,49922
81518,gaussian,-10,8392
81519,gaussian,-25,7968
81520,burst,-30,42292
81521,gaussian,-25,27305
81522,sp,-15,843
81523,gaussian,-15,26563
81524,burst,-10,12169
81525,gaussian,-10,45447
81526,gaussian,-10,29970
81527,burst,-30,33122
81528,burst,-30,11785
81529,burst,-30,10565
81530,burst,-25,18454
81531,gaussian,-20,15314
81532,gaussian,-15,27423
81533,sp,-20,25106
81534,burst,-20,2101
81535,sp,-25,14754
81536,burst,-10,35848
81537,sp,-25,27451
81538,sp,-15,133
81539,burst,-30,28735
81540,sp,-30,12543
81541,sp,-10,35987
81542,gaussian,-10,11012
81543,burst,-15,32441
81544,burst,-20,25550
81545,sp,-15,22740
81546,burst,-15,26311
81547,sp,-10,28919
81548,sp,-15,44955
81549,sp,-15,7206
81550,gaussian,-15,39221
81551,burst,-25,12481
81552,burst,-30,20871
81553,sp,-10,15458
81554,burst,-20,28305
81555,burst,-10,2995
81556,sp,-25,4364
81557,sp,-10,25602
81558,gaussian,-30,11026
81559,sp,-25,19424
81560,burst,-10,12394
81561,burst,-25,45611
81562,burst,-25,44923
81563,burst,-15,24769
81564,sp,-15,40022
81565,gaussian,-20,42447
81566,gaussian,-15,26474
81567,sp,-20,44859
81568,gaussian,-25,16928
81569,burst,-15,17618
81570,burst,-10,12582
81571,gaussian,-10,44422
81572,burst,-15,34359
81573,sp,-20,47974
81574,burst,-30,3310
81575,gaussian,-10,11002
81576,burst,-10,48701
81577,gaussian,-30,20971
81578,burst,-20,24212
81579,burst,-25,49738
81580,burst,-15,36546
81581,gaussian,-25,28098
81582,burst,-10,40580
81583,gaussian,-20,5900
81584,burst,-25,31900
81585,gaussian,-15,17862
81586,burst,-30,29531
81587,sp,-10,23120
81588,burst,-10,41006
81589,sp,-10,24624
81590,gaussian,-30,8583
81591,sp,-25,12063
81592,sp,-10,42444
81593,gaussian,-15,30065
81594,sp,-10,24700
81595,gaussian,-15,35273
81596,gaussian,-25,1562
81597,sp,-25,2956
81598,sp,-10,12620
81599,sp,-15,40078
81600,burst,-15,8764
81601,gaussian,-15,21271
81602,gaussian,-30,38102
81603,sp,-20,34488
81604,gaussian,-10,22095
81605,gaussian,-20,10528
81606,burst,-20,14100
81607,burst,-10,9405
81608,gaussian,-15,47075
81609,gaussian,-10,34220
81610,burst,-20,37795
81611,sp,-10,49498
81612,gaussian,-30,3318
81613,gaussian,-10,31457
81614,gaussian,-10,47648
81615,sp,-10,7779
81616,burst,-15,6853
81617,gaussian,-20,16673
81618,gaussian,-10,27701
81619,gaussian,-20,12927
81620,gaussian,-25,2967
81621,gaussian,-30,20771
81622,gaussian,-15,21068
81623,burst,-25,10729
81624,sp,-20,2016
81625,sp,-25,44941
81626,gaussian,-25,16215
81627,gaussian,-15,34884
81628,burst,-15,27718
81629,gaussian,-10,2710
81630,sp,-30,22348
81631,gaussian,-20,45830
81632,burst,-10,18822
81633,sp,-30,31407
81634,burst,-20,3993
81635,gaussian,-25,24485
81636,sp,-20,6798
81637,sp,-15,20300
81638,burst,-20,17296
81639,sp,-30,1769
81640,gaussian,-25,25857
81641,gaussian,-15,37898
81642,burst,-20,29716
81643,burst,-30,11778
81644,burst,-10,20635
81645,gaussian,-15,32421
81646,burst,-30,38301
81647,sp,-10,4106
81648,sp,-25,24743
81649,burst,-30,17641
81650,sp,-20,27690
81651,burst,-20,40512
81652,sp,-25,27101
81653,burst,-15,31343
81654,burst,-30,26648
81655,sp,-20,12984
81656,sp,-30,39072
81657,gaussian,-30,43124
81658,sp,-30,10763
81659,gaussian,-15,15172
81660,burst,-15,31298
81661,sp,-10,49102
81662,gaussian,-15,44936
81663,burst,-15,29946
81664,gaussian,-20,4649
81665,burst,-15,28047
81666,sp,-25,445
81667,sp,-10,33975
81668,sp,-15,6527
81669,sp,-25,24277
81670,gaussian,-20,35712
81671,sp,-20,311
81672,sp,-25,24918
81673,burst,-25,12599
81674,burst,-25,37245
81675,sp,-20,28579
81676,sp,-15,46143
81677,gaussian,-25,30341
81678,sp,-20,922
81679,sp,-30,40286
81680,burst,-15,16010
81681,sp,-10,40893
81682,burst,-10,49351
81683,burst,-15,19578
81684,sp,-25,249
81685,sp,-15,49204
81686,burst,-15,23112
81687,gaussian,-15,20273
81688,gaussian,-10,12012
81689,sp,-20,39416
81690,gaussian,-30,35315
81691,sp,-30,37133
81692,burst,-20,15198
81693,sp,-25,24839
81694,sp,-10,4596
81695,burst,-15,29544
81696,gaussian,-10,39413
81697,gaussian,-30,43019
81698,sp,-10,18958
81699,burst,-10,32714
81700,burst,-30,35180
81701,burst,-20,24328
81702,burst,-20,25219
81703,burst,-25,3647
81704,gaussian,-15,40613
81705,burst,-30,31792
81706,sp,-15,28111
81707,gaussian,-25,2234
81708,burst,-10,37986
81709,burst,-10,7495
81710,burst,-10,25593
81711,burst,-25,13684
81712,gaussian,-15,21190
81713,sp,-20,2723
81714,gaussian,-20,13516
81715,burst,-25,13411
81716,gaussian,-15,6307
81717,gaussian,-15,46839
81718,gaussian,-25,40339
81719,sp,-20,48815
81720,sp,-15,14354
81721,gaussian,-25,12168
81722,gaussian,-25,16531
81723,sp,-25,23121
81724,gaussian,-20,3346
81725,gaussian,-30,44337
81726,burst,-10,10624
81727,sp,-20,34371
81728,burst,-20,32541
81729,burst,-25,12758
81730,burst,-20,8761
81731,burst,-30,32728
81732,sp,-15,16321
81733,sp,-20,40909
81734,sp,-10,13399
81735,gaussian,-25,19083
81736,burst,-25,22249
81737,burst,-25,26961
81738,sp,-30,48298
81739,gaussian,-25,35423
81740,sp,-25,19053
81741,burst,-20,29482
81742,sp,-10,46521
81743,gaussian,-20,31114
81744,burst,-30,30327
81745,burst,-30,36503
81746,gaussian,-30,24847
81747,gaussian,-25,29784
81748,gaussian,-20,42341
81749,gaussian,-20,24212
81750,burst,-20,36278
81751,burst,-30,23570
81752,burst,-30,31642
81753,burst,-20,13853
81754,gaussian,-25,24464
81755,sp,-15,34960
81756,gaussian,-25,18132
81757,burst,-30,18148
81758,burst,-15,694
81759,gaussian,-25,1778
81760,gaussian,-25,18460
81761,burst,-10,40757
81762,burst,-15,26652
81763,gaussian,-15,25611
81764,sp,-20,38416
81765,gaussian,-30,47380
81766,gaussian,-10,3814
81767,gaussian,-25,47014
81768,burst,-25,26468
81769,sp,-30,2370
81770,gaussian,-25,10374
81771,sp,-30,5797
81772,gaussian,-30,23743
81773,sp,-20,4292
81774,burst,-15,29782
81775,burst,-10,34246
81776,sp,-25,42463
81777,burst,-25,36367
81778,gaussian,-15,42472
81779,sp,-10,24891
81780,sp,-30,3163
81781,burst,-10,395
81782,gaussian,-25,48344
81783,burst,-25,11032
81784,burst,-30,14107
81785,sp,-15,46809
81786,gaussian,-10,18453
81787,gaussian,-15,12800
81788,sp,-15,30893
81789,sp,-10,38589
81790,gaussian,-30,35902
81791,sp,-15,33460
81792,sp,-10,41983
81793,gaussian,-10,37208
81794,sp,-20,4046
81795,burst,-25,16972
81796,burst,-30,49942
81797,burst,-15,34636
81798,gaussian,-20,47191
81799,gaussian,-30,31590
81800,gaussian,-25,29842
81801,gaussian,-15,25415
81802,gaussian,-15,3783
81803,gaussian,-15,47150
81804,burst,-30,48162
81805,gaussian,-10,34284
81806,sp,-25,45207
81807,sp,-20,28134
81808,sp,-20,31072
81809,gaussian,-10,4595
81810,sp,-10,15343
81811,gaussian,-20,7817
81812,burst,-20,23470
81813,burst,-15,12764
81814,gaussian,-20,41470
81815,burst,-30,13965
81816,burst,-10,30712
81817,burst,-20,48530
81818,sp,-25,45893
81819,burst,-20,7110
81820,sp,-20,9680
81821,gaussian,-20,25836
81822,sp,-15,25436
81823,burst,-30,639
81824,gaussian,-30,22812
81825,sp,-10,23048
81826,gaussian,-10,43972
81827,burst,-15,30973
81828,burst,-30,18994
81829,sp,-25,11701
81830,gaussian,-10,29442
81831,gaussian,-10,33306
81832,gaussian,-30,15380
81833,gaussian,-10,43161
81834,sp,-25,22583
81835,burst,-15,47131
81836,sp,-15,5339
81837,sp,-30,28432
81838,sp,-30,45531
81839,gaussian,-30,23455
81840,burst,-30,17673
81841,gaussian,-15,17488
81842,burst,-20,45060
81843,gaussian,-20,11793
81844,sp,-10,47118
81845,gaussian,-25,47657
81846,sp,-20,45818
81847,sp,-10,6944
81848,sp,-10,25474
81849,sp,-20,3755
81850,gaussian,-20,19412
81851,burst,-10,956
81852,gaussian,-10,43261
81853,gaussian,-30,4100
81854,sp,-10,142
81855,sp,-20,30104
81856,burst,-25,9395
81857,burst,-10,48583
81858,gaussian,-10,37786
81859,gaussian,-15,27719
81860,sp,-10,18760
81861,burst,-20,25307
81862,burst,-15,18991
81863,burst,-20,25160
81864,sp,-10,7939
81865,gaussian,-10,26184
81866,gaussian,-30,10404
81867,burst,-15,7079
81868,gaussian,-20,8261
81869,burst,-20,44539
81870,sp,-20,12747
81871,gaussian,-10,24938
81872,burst,-15,25645
81873,gaussian,-10,35994
81874,sp,-15,13928
81875,burst,-30,9800
81876,gaussian,-15,28644
81877,burst,-20,49375
81878,gaussian,-20,32272
81879,burst,-25,44078
81880,gaussian,-20,3399
81881,sp,-10,1258
81882,gaussian,-20,34062
81883,sp,-20,1787
81884,burst,-15,16981
81885,burst,-20,1297
81886,sp,-10,8768
81887,sp,-15,22491
81888,gaussian,-30,13173
81889,burst,-10,38753
81890,sp,-30,38148
81891,sp,-10,39763
81892,gaussian,-30,37558
81893,sp,-25,24401
81894,sp,-30,4970
81895,burst,-15,41925
81896,burst,-30,35522
81897,burst,-20,29725
81898,sp,-25,36498
81899,gaussian,-20,24005
81900,burst,-25,29671
81901,sp,-15,43885
81902,burst,-10,21936
81903,sp,-30,9600
81904,gaussian,-30,44969
81905,burst,-20,14738
81906,sp,-10,36830
81907,gaussian,-20,25535
81908,sp,-20,33972
81909,sp,-15,34366
81910,gaussian,-15,18895
81911,sp,-15,39891
81912,sp,-30,9780
81913,sp,-25,48834
81914,burst,-20,33489
81915,burst,-20,22854
81916,burst,-25,9453
81917,burst,-10,4041
81918,gaussian,-20,3413
81919,burst,-20,41279
81920,gaussian,-20,11066
81921,sp,-30,28638
81922,sp,-30,47254
81923,sp,-10,23923
81924,gaussian,-30,35391
81925,burst,-30,11102
81926,burst,-20,5977
81927,gaussian,-15,21003
81928,sp,-10,19999
81929,gaussian,-20,41466
81930,burst,-10,26798
81931,sp,-15,38571
81932,gaussian,-10,33116
81933,gaussian,-15,28133
81934,gaussian,-15,24934
81935,gaussian,-15,11714
81936,burst,-20,1314
81937,sp,-30,44274
81938,burst,-15,43885
81939,burst,-10,24457
81940,sp,-10,35428
81941,sp,-25,28460
81942,sp,-10,15802
81943,burst,-20,9581
81944,burst,-25,27745
81945,sp,-30,4844
81946,sp,-25,15320
81947,gaussian,-30,19688
81948,sp,-30,6072
81949,sp,-30,20257
81950,gaussian,-30,23517
81951,burst,-20,38754
81952,sp,-25,44933
81953,burst,-30,37262
81954,sp,-20,3348
81955,burst,-25,27112
81956,sp,-30,3146
81957,gaussian,-20,5551
81958,sp,-15,8225
81959,burst,-15,3137
81960,gaussian,-10,3316
81961,sp,-20,20705
81962,sp,-15,28269
81963,sp,-15,13213
81964,gaussian,-15,24891
81965,gaussian,-10,8084
81966,burst,-30,20564
81967,burst,-20,46865
81968,gaussian,-10,10881
81969,gaussian,-30,4818
81970,gaussian,-15,15032
81971,burst,-25,42993
